date,sales,year,month,day,day_of_week,week_of_year,quarter,is_year_end,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_30,sales_rolling_7,sales_rolling_30
2011-09-21,9811,2011,9,21,2,38,3,0,13651.0,17719.0,6336.0,5181.0,8433.142857142857,8230.3
2011-09-22,9068,2011,9,22,3,38,3,0,9811.0,10738.0,36833.0,3313.0,8194.57142857143,8422.133333333333
2011-09-23,23864,2011,9,23,4,38,3,0,9068.0,5409.0,11579.0,5166.0,10831.0,9045.4
2011-09-24,4394,2011,9,24,5,38,3,0,23864.0,2467.0,3269.0,9631.0,11106.285714285714,8870.833333333334
2011-09-25,6373,2011,9,25,6,38,3,0,4394.0,750.0,1368.0,8122.0,11909.57142857143,8812.533333333333
2011-09-26,8480,2011,9,26,0,39,3,0,6373.0,16206.0,14073.0,5397.0,10805.857142857143,8915.3
2011-09-27,15353,2011,9,27,1,39,3,0,8480.0,13651.0,6395.0,0.0,11049.0,9427.066666666668
2011-09-28,11437,2011,9,28,2,39,3,0,15353.0,9811.0,17719.0,7615.0,11281.285714285714,9554.466666666667
2011-09-29,11747,2011,9,29,3,39,3,0,11437.0,9068.0,10738.0,8906.0,11664.0,9649.166666666666
2011-09-30,6034,2011,9,30,4,39,3,0,11747.0,23864.0,5409.0,5279.0,9116.857142857143,9674.333333333334
2011-10-01,1625,2011,10,1,5,39,4,0,6034.0,4394.0,2467.0,7252.0,8721.285714285714,9486.766666666666
2011-10-02,597,2011,10,2,6,39,4,0,1625.0,6373.0,750.0,14364.0,7896.142857142857,9027.866666666667
2011-10-03,8660,2011,10,3,0,40,4,0,597.0,8480.0,16206.0,814.0,7921.857142857143,9289.4
2011-10-04,8180,2011,10,4,1,40,4,0,8660.0,15353.0,13651.0,0.0,6897.142857142857,9562.066666666668
2011-10-05,2596,2011,10,5,2,40,4,0,8180.0,11437.0,9811.0,4149.0,5634.142857142857,9510.3
2011-10-06,17180,2011,10,6,3,40,4,0,2596.0,11747.0,9068.0,10297.0,6410.285714285715,9739.733333333334
2011-10-07,11287,2011,10,7,4,40,4,0,17180.0,6034.0,23864.0,6336.0,7160.714285714285,9904.766666666666
2011-10-08,3842,2011,10,8,5,40,4,0,11287.0,1625.0,4394.0,36833.0,7477.428571428572,8805.066666666668
2011-10-09,250,2011,10,9,6,40,4,0,3842.0,597.0,6373.0,11579.0,7427.857142857143,8427.433333333332
2011-10-10,7858,2011,10,10,0,41,4,0,250.0,8660.0,8480.0,3269.0,7313.285714285715,8580.4
2011-10-11,2025,2011,10,11,1,41,4,0,7858.0,8180.0,15353.0,1368.0,6434.0,8602.3
2011-10-12,4660,2011,10,12,2,41,4,0,2025.0,2596.0,11437.0,14073.0,6728.857142857143,8288.533333333333
2011-10-13,9799,2011,10,13,3,41,4,0,4660.0,17180.0,11747.0,6395.0,5674.428571428572,8402.0
2011-10-14,14453,2011,10,14,4,41,4,0,9799.0,11287.0,6034.0,17719.0,6126.714285714285,8293.133333333333
2011-10-15,8230,2011,10,15,5,41,4,0,14453.0,3842.0,1625.0,10738.0,6753.571428571428,8209.533333333333
2011-10-16,1364,2011,10,16,6,41,4,0,8230.0,250.0,597.0,5409.0,6912.714285714285,8074.7
2011-10-17,5984,2011,10,17,0,42,4,0,1364.0,7858.0,8660.0,2467.0,6645.0,8191.933333333333
2011-10-18,8291,2011,10,18,1,42,4,0,5984.0,2025.0,8180.0,750.0,7540.142857142857,8443.3
2011-10-19,8884,2011,10,19,2,42,4,0,8291.0,4660.0,2596.0,16206.0,8143.571428571428,8199.233333333334
2011-10-20,7524,2011,10,20,3,42,4,0,8884.0,9799.0,17180.0,13651.0,7818.571428571428,7995.0
2011-10-21,7272,2011,10,21,4,42,4,0,7524.0,14453.0,11287.0,9811.0,6792.714285714285,7910.366666666667
2011-10-22,4954,2011,10,22,5,42,4,0,7272.0,8230.0,3842.0,9068.0,6324.714285714285,7773.233333333334
2011-10-23,0,2011,10,23,6,42,4,0,4954.0,1364.0,250.0,23864.0,6129.857142857143,6977.766666666666
2011-10-24,4550,2011,10,24,0,43,4,0,0.0,5984.0,7858.0,4394.0,5925.0,6982.966666666666
2011-10-25,4803,2011,10,25,1,43,4,0,4550.0,8291.0,2025.0,6373.0,5426.714285714285,6930.633333333333
2011-10-26,8069,2011,10,26,2,43,4,0,4803.0,8884.0,4660.0,8480.0,5310.285714285715,6916.933333333333
2011-10-27,17293,2011,10,27,3,43,4,0,8069.0,7524.0,9799.0,15353.0,6705.857142857143,6981.6
2011-10-28,5778,2011,10,28,4,43,4,0,17293.0,7272.0,14453.0,11437.0,6492.428571428572,6792.966666666666
2011-10-29,5023,2011,10,29,5,43,4,0,5778.0,4954.0,8230.0,11747.0,6502.285714285715,6568.833333333333
2011-10-30,134,2011,10,30,6,43,4,0,5023.0,0.0,1364.0,6034.0,6521.428571428572,6372.166666666667
2011-10-31,7905,2011,10,31,0,44,4,0,134.0,4550.0,5984.0,1625.0,7000.714285714285,6581.5
2011-11-01,18668,2011,11,1,1,44,4,1,7905.0,4803.0,8291.0,597.0,8981.42857142857,7183.866666666667
2011-11-02,8691,2011,11,2,2,44,4,1,18668.0,8069.0,8884.0,8660.0,9070.285714285714,7184.9
2011-11-03,19275,2011,11,3,3,44,4,1,8691.0,17293.0,7524.0,8180.0,9353.42857142857,7554.733333333334
2011-11-04,18652,2011,11,4,4,44,4,1,19275.0,5778.0,7272.0,2596.0,11192.57142857143,8089.933333333333
2011-11-05,10387,2011,11,5,5,44,4,1,18652.0,5023.0,4954.0,17180.0,11958.857142857143,7863.5
2011-11-06,1556,2011,11,6,6,44,4,1,10387.0,134.0,0.0,11287.0,12162.0,7539.133333333333
2011-11-07,13235,2011,11,7,0,45,4,1,1556.0,7905.0,4550.0,3842.0,12923.42857142857,7852.233333333334
2011-11-08,4290,2011,11,8,1,45,4,1,13235.0,18668.0,4803.0,250.0,10869.42857142857,7986.9
2011-11-09,12158,2011,11,9,2,45,4,1,4290.0,8691.0,8069.0,7858.0,11364.714285714286,8130.233333333334
2011-11-10,10175,2011,11,10,3,45,4,1,12158.0,19275.0,17293.0,2025.0,10064.714285714286,8401.9
2011-11-11,24404,2011,11,11,4,45,4,1,10175.0,18652.0,5778.0,4660.0,10886.42857142857,9060.033333333333
2011-11-12,4234,2011,11,12,5,45,4,1,24404.0,10387.0,5023.0,9799.0,10007.42857142857,8874.533333333333
2011-11-13,346,2011,11,13,6,45,4,1,4234.0,1556.0,134.0,14453.0,9834.57142857143,8404.3
2011-11-14,12537,2011,11,14,0,46,4,1,346.0,13235.0,7905.0,8230.0,9734.857142857143,8547.866666666667
2011-11-15,10495,2011,11,15,1,46,4,1,12537.0,4290.0,18668.0,1364.0,10621.285714285714,8852.233333333334
2011-11-16,8007,2011,11,16,2,46,4,1,10495.0,12158.0,8691.0,5984.0,10028.285714285714,8919.666666666666
2011-11-17,14063,2011,11,17,3,46,4,1,8007.0,10175.0,19275.0,8291.0,10583.714285714286,9112.066666666668
2011-11-18,13519,2011,11,18,4,46,4,1,14063.0,24404.0,18652.0,8884.0,9028.714285714286,9266.566666666668
2011-11-19,9876,2011,11,19,5,46,4,1,13519.0,4234.0,10387.0,7524.0,9834.714285714286,9344.966666666667
2011-11-20,976,2011,11,20,6,46,4,1,9876.0,346.0,1556.0,7272.0,9924.714285714286,9135.1
2011-11-21,5409,2011,11,21,0,47,4,1,976.0,12537.0,13235.0,4954.0,8906.42857142857,9150.266666666666
2011-11-22,9526,2011,11,22,1,47,4,1,5409.0,10495.0,4290.0,0.0,8768.0,9467.8
2011-11-23,8507,2011,11,23,2,47,4,1,9526.0,8007.0,12158.0,4550.0,8839.42857142857,9599.7
2011-11-24,10786,2011,11,24,3,47,4,1,8507.0,14063.0,10175.0,4803.0,8371.285714285714,9799.133333333333
2011-11-25,18120,2011,11,25,4,47,4,1,10786.0,13519.0,24404.0,8069.0,9028.57142857143,10134.166666666666
2011-11-26,6403,2011,11,26,5,47,4,1,18120.0,9876.0,4234.0,17293.0,8532.42857142857,9771.166666666666
2011-11-27,303,2011,11,27,6,47,4,1,6403.0,976.0,346.0,5778.0,8436.285714285714,9588.666666666666
2011-11-28,9289,2011,11,28,0,48,4,1,303.0,5409.0,12537.0,5023.0,8990.57142857143,9730.866666666667
2011-11-29,8444,2011,11,29,1,48,4,1,9289.0,9526.0,10495.0,134.0,8836.0,10007.866666666667
2011-11-30,6168,2011,11,30,2,48,4,1,8444.0,8507.0,8007.0,7905.0,8501.857142857143,9949.966666666667
2011-12-01,14118,2011,12,1,3,48,4,1,6168.0,10786.0,14063.0,18668.0,8977.857142857143,9798.3
2011-12-02,7295,2011,12,2,4,48,4,1,14118.0,18120.0,13519.0,8691.0,7431.428571428572,9751.766666666666
2011-12-03,9014,2011,12,3,5,48,4,1,7295.0,6403.0,9876.0,19275.0,7804.428571428572,9409.733333333334
2011-12-04,615,2011,12,4,6,48,4,1,9014.0,303.0,976.0,18652.0,7849.0,8808.5
2011-12-05,10389,2011,12,5,0,49,4,1,615.0,9289.0,5409.0,10387.0,8006.142857142857,8808.566666666668
2011-12-06,12458,2011,12,6,1,49,4,1,10389.0,8444.0,9526.0,1556.0,8579.57142857143,9171.966666666667
2011-12-07,10247,2011,12,7,2,49,4,1,12458.0,6168.0,8507.0,13235.0,9162.285714285714,9072.366666666667
2011-12-08,13339,2011,12,8,3,49,4,1,10247.0,14118.0,10786.0,4290.0,9051.0,9374.0
2011-12-09,14316,2011,12,9,4,49,4,1,13339.0,7295.0,18120.0,12158.0,10054.0,9445.933333333332
2011-12-10,5848,2011,12,10,5,49,4,1,14316.0,9014.0,6403.0,10175.0,9601.714285714286,9301.7
2011-12-11,797,2011,12,11,6,49,4,1,5848.0,615.0,303.0,24404.0,9627.714285714286,8514.8
2011-12-12,10225,2011,12,12,0,50,4,1,797.0,10389.0,9289.0,4234.0,9604.285714285714,8714.5
2011-12-13,14356,2011,12,13,1,50,4,1,10225.0,12458.0,8444.0,346.0,9875.42857142857,9181.5
2011-12-14,14350,2011,12,14,2,50,4,1,14356.0,10247.0,6168.0,12537.0,10461.57142857143,9241.933333333332
2011-12-15,15082,2011,12,15,3,50,4,1,14350.0,13339.0,14118.0,10495.0,10710.57142857143,9394.833333333334
2011-12-16,14193,2011,12,16,4,50,4,1,15082.0,14316.0,7295.0,8007.0,10693.0,9601.033333333333
2011-12-17,13733,2011,12,17,5,50,4,1,14193.0,5848.0,9014.0,14063.0,11819.42857142857,9590.033333333333
2011-12-18,0,2011,12,18,6,50,4,1,13733.0,797.0,615.0,13519.0,11705.57142857143,9139.4
2011-12-19,10806,2011,12,19,0,51,4,1,0.0,10225.0,10389.0,9876.0,11788.57142857143,9170.4
2011-12-20,21879,2011,12,20,1,51,4,1,10806.0,14356.0,12458.0,976.0,12863.285714285714,9867.166666666666
2011-12-21,13003,2011,12,21,2,51,4,1,21879.0,14350.0,10247.0,5409.0,12670.857142857143,10120.3
2011-12-22,12809,2011,12,22,3,51,4,1,13003.0,15082.0,13339.0,9526.0,12346.142857142857,10229.733333333334
2011-12-23,10613,2011,12,23,4,51,4,1,12809.0,14193.0,14316.0,8507.0,11834.714285714286,10299.933333333332
2011-12-24,9786,2011,12,24,5,51,4,1,10613.0,13733.0,5848.0,10786.0,11270.857142857143,10266.6
2011-12-25,539,2011,12,25,6,51,4,1,9786.0,0.0,797.0,18120.0,11347.857142857143,9680.566666666668
2011-12-26,14836,2011,12,26,0,52,4,1,539.0,10806.0,10225.0,6403.0,11923.57142857143,9961.666666666666
2011-12-27,15141,2011,12,27,1,52,4,1,14836.0,21879.0,14356.0,303.0,10961.0,10456.266666666666
2011-12-28,18803,2011,12,28,2,52,4,1,15141.0,13003.0,14350.0,9289.0,11789.57142857143,10773.4
2011-12-29,10908,2011,12,29,3,52,4,1,18803.0,12809.0,15082.0,8444.0,11518.0,10855.533333333333
2011-12-30,6702,2011,12,30,4,52,4,1,10908.0,10613.0,14193.0,6168.0,10959.285714285714,10873.333333333334
2011-12-31,7741,2011,12,31,5,52,4,1,6702.0,9786.0,13733.0,14118.0,10667.142857142857,10660.766666666666
2012-01-01,0,2012,1,1,6,52,1,0,7741.0,539.0,0.0,7295.0,10590.142857142857,10417.6
2012-01-02,10008,2012,1,2,0,1,1,0,0.0,14836.0,10806.0,9014.0,9900.42857142857,10450.733333333334
2012-01-03,3450,2012,1,3,1,1,1,0,10008.0,15141.0,21879.0,615.0,8230.285714285714,10545.233333333334
2012-01-04,2618,2012,1,4,2,1,1,0,3450.0,18803.0,13003.0,10389.0,5918.142857142857,10286.2
2012-01-05,5662,2012,1,5,3,1,1,0,2618.0,10908.0,12809.0,12458.0,5168.714285714285,10059.666666666666
2012-01-06,545,2012,1,6,4,1,1,0,5662.0,6702.0,10613.0,10247.0,4289.142857142857,9736.266666666666
2012-01-07,3699,2012,1,7,5,1,1,0,545.0,7741.0,9786.0,13339.0,3711.714285714286,9414.933333333332
2012-01-08,2177,2012,1,8,6,1,1,0,3699.0,0.0,539.0,14316.0,4022.714285714286,9010.3
2012-01-09,3599,2012,1,9,0,2,1,0,2177.0,10008.0,14836.0,5848.0,3107.1428571428573,8935.333333333334
2012-01-10,6297,2012,1,10,1,2,1,0,3599.0,3450.0,15141.0,797.0,3513.8571428571427,9118.666666666666
2012-01-11,8259,2012,1,11,2,2,1,0,6297.0,2618.0,18803.0,10225.0,4319.714285714285,9053.133333333333
2012-01-12,8383,2012,1,12,3,2,1,0,8259.0,5662.0,10908.0,14356.0,4708.428571428572,8854.033333333333
2012-01-13,7107,2012,1,13,4,2,1,0,8383.0,545.0,6702.0,14350.0,5645.857142857143,8612.6
2012-01-14,2040,2012,1,14,5,2,1,0,7107.0,3699.0,7741.0,15082.0,5408.857142857143,8177.866666666667
2012-01-15,0,2012,1,15,6,2,1,0,2040.0,2177.0,0.0,14193.0,5097.857142857143,7704.766666666666
2012-01-16,8371,2012,1,16,0,3,1,0,0.0,3599.0,10008.0,13733.0,5779.571428571428,7526.033333333334
2012-01-17,6565,2012,1,17,1,3,1,0,8371.0,6297.0,3450.0,0.0,5817.857142857143,7744.866666666667
2012-01-18,4540,2012,1,18,2,3,1,0,6565.0,8259.0,2618.0,10806.0,5286.571428571428,7536.0
2012-01-19,3370,2012,1,19,3,3,1,0,4540.0,8383.0,5662.0,21879.0,4570.428571428572,6919.033333333334
2012-01-20,3578,2012,1,20,4,3,1,0,3370.0,7107.0,545.0,13003.0,4066.285714285714,6604.866666666667
2012-01-21,1383,2012,1,21,5,3,1,0,3578.0,2040.0,3699.0,12809.0,3972.4285714285716,6224.0
2012-01-22,1494,2012,1,22,6,3,1,0,1383.0,0.0,2177.0,10613.0,4185.857142857143,5920.033333333334
2012-01-23,9670,2012,1,23,0,4,1,0,1494.0,8371.0,3599.0,9786.0,4371.428571428572,5916.166666666667
2012-01-24,3226,2012,1,24,1,4,1,0,9670.0,6565.0,6297.0,539.0,3894.4285714285716,6005.733333333334
2012-01-25,3514,2012,1,25,2,4,1,0,3226.0,4540.0,8259.0,14836.0,3747.8571428571427,5628.333333333333
2012-01-26,3415,2012,1,26,3,4,1,0,3514.0,3370.0,8383.0,15141.0,3754.285714285714,5237.466666666666
2012-01-27,9423,2012,1,27,4,4,1,0,3415.0,3578.0,7107.0,18803.0,4589.285714285715,4924.8
2012-01-28,7629,2012,1,28,5,4,1,0,9423.0,1383.0,2040.0,10908.0,5481.571428571428,4815.5
2012-01-29,876,2012,1,29,6,4,1,0,7629.0,1494.0,0.0,6702.0,5393.285714285715,4621.3
2012-01-30,3631,2012,1,30,0,5,1,0,876.0,9670.0,8371.0,7741.0,4530.571428571428,4484.3
2012-01-31,1246,2012,1,31,1,5,1,0,3631.0,3226.0,6565.0,0.0,4247.714285714285,4525.833333333333
2012-02-01,1657,2012,2,1,2,5,1,0,1246.0,3514.0,4540.0,10008.0,3982.4285714285716,4247.466666666666
2012-02-02,11631,2012,2,2,3,5,1,0,1657.0,3415.0,3370.0,3450.0,5156.142857142857,4520.166666666667
2012-02-03,959,2012,2,3,4,5,1,0,11631.0,9423.0,3578.0,2618.0,3947.0,4464.866666666667
2012-02-04,4977,2012,2,4,5,5,1,0,959.0,7629.0,1383.0,5662.0,3568.1428571428573,4442.033333333334
2012-02-05,397,2012,2,5,6,5,1,0,4977.0,876.0,1494.0,545.0,3499.714285714286,4437.1
2012-02-06,8731,2012,2,6,0,6,1,0,397.0,3631.0,9670.0,3699.0,4228.285714285715,4604.833333333333
2012-02-07,4020,2012,2,7,1,6,1,0,8731.0,1246.0,3226.0,2177.0,4624.571428571428,4666.266666666666
2012-02-08,2321,2012,2,8,2,6,1,0,4020.0,1657.0,3514.0,3599.0,4719.428571428572,4623.666666666667
2012-02-09,4529,2012,2,9,3,6,1,0,2321.0,11631.0,3415.0,6297.0,3704.8571428571427,4564.733333333334
2012-02-10,3683,2012,2,10,4,6,1,0,4529.0,959.0,9423.0,8259.0,4094.0,4412.2
2012-02-11,204,2012,2,11,5,6,1,0,3683.0,4977.0,7629.0,8383.0,3412.1428571428573,4139.566666666667
2012-02-12,157,2012,2,12,6,6,1,0,204.0,397.0,876.0,7107.0,3377.8571428571427,3907.9
2012-02-13,4972,2012,2,13,0,7,1,0,157.0,8731.0,3631.0,2040.0,2840.8571428571427,4005.633333333333
2012-02-14,4814,2012,2,14,1,7,1,0,4972.0,4020.0,1246.0,0.0,2954.285714285714,4166.1
2012-02-15,5439,2012,2,15,2,7,1,0,4814.0,2321.0,1657.0,8371.0,3399.714285714286,4068.366666666667
2012-02-16,1260,2012,2,16,3,7,1,0,5439.0,4529.0,11631.0,6565.0,2932.714285714286,3891.5333333333333
2012-02-17,1518,2012,2,17,4,7,1,0,1260.0,3683.0,959.0,4540.0,2623.4285714285716,3790.8
2012-02-18,5538,2012,2,18,5,7,1,0,1518.0,204.0,4977.0,3370.0,3385.4285714285716,3863.0666666666666
2012-02-19,176,2012,2,19,6,7,1,0,5538.0,157.0,397.0,3578.0,3388.1428571428573,3749.6666666666665
2012-02-20,2678,2012,2,20,0,8,1,0,176.0,4972.0,8731.0,1383.0,3060.4285714285716,3792.8333333333335
2012-02-21,4678,2012,2,21,1,8,1,0,2678.0,4814.0,4020.0,1494.0,3041.0,3898.9666666666667
2012-02-22,2872,2012,2,22,2,8,1,0,4678.0,5439.0,2321.0,9670.0,2674.285714285714,3672.366666666667
2012-02-23,4380,2012,2,23,3,8,1,0,2872.0,1260.0,4529.0,3226.0,3120.0,3710.8333333333335
2012-02-24,3960,2012,2,24,4,8,1,0,4380.0,1518.0,3683.0,3514.0,3468.8571428571427,3725.7
2012-02-25,3308,2012,2,25,5,8,1,0,3960.0,5538.0,204.0,3415.0,3150.285714285714,3722.133333333333
2012-02-26,0,2012,2,26,6,8,1,0,3308.0,176.0,157.0,9423.0,3125.1428571428573,3408.0333333333333
2012-02-27,7572,2012,2,27,0,9,1,0,0.0,2678.0,4972.0,7629.0,3824.285714285714,3406.133333333333
2012-02-28,3049,2012,2,28,1,9,1,0,7572.0,4678.0,4814.0,876.0,3591.5714285714284,3478.5666666666666
2012-02-29,1041,2012,2,29,2,9,1,0,3049.0,2872.0,5439.0,3631.0,3330.0,3392.233333333333
2012-03-01,3913,2012,3,1,3,9,1,0,1041.0,4380.0,1260.0,1246.0,3263.285714285714,3481.133333333333
2012-03-02,10723,2012,3,2,4,9,1,0,3913.0,3960.0,1518.0,1657.0,4229.428571428572,3783.3333333333335
2012-03-03,626,2012,3,3,5,9,1,0,10723.0,3308.0,5538.0,11631.0,3846.285714285714,3416.5
2012-03-04,0,2012,3,4,6,9,1,0,626.0,0.0,176.0,959.0,3846.285714285714,3384.5333333333333
2012-03-05,8252,2012,3,5,0,10,1,0,0.0,7572.0,2678.0,4977.0,3943.4285714285716,3493.7
2012-03-06,5918,2012,3,6,1,10,1,0,8252.0,3049.0,4678.0,397.0,4353.285714285715,3677.733333333333
2012-03-07,8466,2012,3,7,2,10,1,0,5918.0,1041.0,2872.0,8731.0,5414.0,3668.9
2012-03-08,4857,2012,3,8,3,10,1,0,8466.0,3913.0,4380.0,4020.0,5548.857142857143,3696.8
2012-03-09,3457,2012,3,9,4,10,1,0,4857.0,10723.0,3960.0,2321.0,4510.857142857143,3734.6666666666665
2012-03-10,1170,2012,3,10,5,10,1,0,3457.0,626.0,3308.0,4529.0,4588.571428571428,3622.7
2012-03-11,382,2012,3,11,6,10,1,0,1170.0,0.0,0.0,3683.0,4643.142857142857,3512.6666666666665
2012-03-12,4086,2012,3,12,0,11,1,0,382.0,8252.0,7572.0,204.0,4048.0,3642.0666666666666
2012-03-13,4670,2012,3,13,1,11,1,0,4086.0,5918.0,3049.0,157.0,3869.714285714286,3792.5
2012-03-14,5569,2012,3,14,2,11,1,0,4670.0,8466.0,1041.0,4972.0,3455.8571428571427,3812.4
2012-03-15,7148,2012,3,15,3,11,1,0,5569.0,4857.0,3913.0,4814.0,3783.1428571428573,3890.2
2012-03-16,13262,2012,3,16,4,11,1,0,7148.0,3457.0,10723.0,5439.0,5183.857142857143,4150.966666666666
2012-03-17,540,2012,3,17,5,11,1,0,13262.0,1170.0,626.0,1260.0,5093.857142857143,4126.966666666666
2012-03-18,0,2012,3,18,6,11,1,0,540.0,382.0,0.0,1518.0,5039.285714285715,4076.366666666667
2012-03-19,11463,2012,3,19,0,12,1,0,0.0,4086.0,8252.0,5538.0,6093.142857142857,4273.866666666667
2012-03-20,17841,2012,3,20,1,12,1,0,11463.0,4670.0,5918.0,176.0,7974.714285714285,4862.7
2012-03-21,4298,2012,3,21,2,12,1,0,17841.0,5569.0,8466.0,2678.0,7793.142857142857,4916.7
2012-03-22,5869,2012,3,22,3,12,1,0,4298.0,7148.0,4857.0,4678.0,7610.428571428572,4956.4
2012-03-23,3938,2012,3,23,4,12,1,0,5869.0,13262.0,3457.0,2872.0,6278.428571428572,4991.933333333333
2012-03-24,1816,2012,3,24,5,12,1,0,3938.0,540.0,1170.0,4380.0,6460.714285714285,4906.466666666666
2012-03-25,0,2012,3,25,6,12,1,0,1816.0,0.0,382.0,3960.0,6460.714285714285,4774.466666666666
2012-03-26,8996,2012,3,26,0,13,1,0,0.0,11463.0,4086.0,3308.0,6108.285714285715,4964.066666666667
2012-03-27,7167,2012,3,27,1,13,1,0,8996.0,17841.0,4670.0,0.0,4583.428571428572,5202.966666666666
2012-03-28,4451,2012,3,28,2,13,1,0,7167.0,4298.0,5569.0,7572.0,4605.285714285715,5098.933333333333
2012-03-29,7351,2012,3,29,3,13,1,0,4451.0,5869.0,7148.0,3049.0,4817.0,5242.333333333333
2012-03-30,3310,2012,3,30,4,13,1,0,7351.0,3938.0,13262.0,1041.0,4727.285714285715,5317.966666666666
2012-03-31,3553,2012,3,31,5,13,1,0,3310.0,1816.0,540.0,3913.0,4975.428571428572,5305.966666666666
2012-04-01,511,2012,4,1,6,13,2,0,3553.0,0.0,0.0,10723.0,5048.428571428572,4965.566666666667
2012-04-02,4606,2012,4,2,0,14,2,0,511.0,8996.0,11463.0,626.0,4421.285714285715,5098.233333333334
2012-04-03,2208,2012,4,3,1,14,2,0,4606.0,7167.0,17841.0,0.0,3712.8571428571427,5171.833333333333
2012-04-04,2904,2012,4,4,2,14,2,0,2208.0,4451.0,4298.0,8252.0,3491.8571428571427,4993.566666666667
2012-04-05,9765,2012,4,5,3,14,2,0,2904.0,7351.0,5869.0,5918.0,3836.714285714286,5121.8
2012-04-06,7147,2012,4,6,4,14,2,0,9765.0,3310.0,3938.0,8466.0,4384.857142857143,5077.833333333333
2012-04-07,6396,2012,4,7,5,14,2,0,7147.0,3553.0,1816.0,4857.0,4791.0,5129.133333333333
2012-04-08,0,2012,4,8,6,14,2,0,6396.0,511.0,0.0,3457.0,4718.0,5013.9
2012-04-09,3254,2012,4,9,0,15,2,0,0.0,4606.0,8996.0,1170.0,4524.857142857143,5083.366666666667
2012-04-10,3484,2012,4,10,1,15,2,0,3254.0,2208.0,7167.0,382.0,4707.142857142857,5186.766666666666
2012-04-11,5854,2012,4,11,2,15,2,0,3484.0,2904.0,4451.0,4086.0,5128.571428571428,5245.7
2012-04-12,3762,2012,4,12,3,15,2,0,5854.0,9765.0,7351.0,4670.0,4271.0,5215.433333333333
2012-04-13,10058,2012,4,13,4,15,2,0,3762.0,7147.0,3310.0,5569.0,4686.857142857143,5365.066666666667
2012-04-14,9263,2012,4,14,5,15,2,0,10058.0,6396.0,3553.0,7148.0,5096.428571428572,5435.566666666667
2012-04-15,493,2012,4,15,6,15,2,0,9263.0,0.0,511.0,13262.0,5166.857142857143,5009.933333333333
2012-04-16,14554,2012,4,16,0,16,2,0,493.0,3254.0,4606.0,540.0,6781.142857142857,5477.066666666667
2012-04-17,5029,2012,4,17,1,16,2,0,14554.0,3484.0,2208.0,0.0,7001.857142857143,5644.7
2012-04-18,8079,2012,4,18,2,16,2,0,5029.0,5854.0,2904.0,11463.0,7319.714285714285,5531.9
2012-04-19,7688,2012,4,19,3,16,2,0,8079.0,3762.0,9765.0,17841.0,7880.571428571428,5193.466666666666
2012-04-20,6559,2012,4,20,4,16,2,0,7688.0,10058.0,7147.0,4298.0,7380.714285714285,5268.833333333333
2012-04-21,1608,2012,4,21,5,16,2,0,6559.0,9263.0,6396.0,5869.0,6287.142857142857,5126.8
2012-04-22,6674,2012,4,22,6,16,2,0,1608.0,493.0,0.0,3938.0,7170.142857142857,5218.0
2012-04-23,2670,2012,4,23,0,17,2,0,6674.0,14554.0,3254.0,1816.0,5472.428571428572,5246.466666666666
2012-04-24,3334,2012,4,24,1,17,2,0,2670.0,5029.0,3484.0,0.0,5230.285714285715,5357.6
2012-04-25,9520,2012,4,25,2,17,2,0,3334.0,8079.0,5854.0,8996.0,5436.142857142857,5375.066666666667
2012-04-26,5789,2012,4,26,3,17,2,0,9520.0,7688.0,3762.0,7167.0,5164.857142857143,5329.133333333333
2012-04-27,6085,2012,4,27,4,17,2,0,5789.0,6559.0,10058.0,4451.0,5097.142857142857,5383.6
2012-04-28,7615,2012,4,28,5,17,2,0,6085.0,1608.0,9263.0,7351.0,5955.285714285715,5392.4
2012-04-29,428,2012,4,29,6,17,2,0,7615.0,6674.0,493.0,3310.0,5063.0,5296.333333333333
2012-04-30,5723,2012,4,30,0,18,2,0,428.0,2670.0,14554.0,3553.0,5499.142857142857,5368.666666666667
2012-05-01,3650,2012,5,1,1,18,2,0,5723.0,3334.0,5029.0,511.0,5544.285714285715,5473.3
2012-05-02,2317,2012,5,2,2,18,2,0,3650.0,9520.0,8079.0,4606.0,4515.285714285715,5397.0
2012-05-03,5684,2012,5,3,3,18,2,0,2317.0,5789.0,7688.0,2208.0,4500.285714285715,5512.866666666667
2012-05-04,10825,2012,5,4,4,18,2,0,5684.0,6085.0,6559.0,2904.0,5177.428571428572,5776.9
2012-05-05,1395,2012,5,5,5,18,2,0,10825.0,7615.0,1608.0,9765.0,4288.857142857143,5497.9
2012-05-06,1148,2012,5,6,6,18,2,0,1395.0,428.0,6674.0,7147.0,4391.714285714285,5297.933333333333
2012-05-07,11202,2012,5,7,0,19,2,0,1148.0,5723.0,2670.0,6396.0,5174.428571428572,5458.133333333333
2012-05-08,10823,2012,5,8,1,19,2,0,11202.0,3650.0,3334.0,0.0,6199.142857142857,5818.9
2012-05-09,6782,2012,5,9,2,19,2,0,10823.0,2317.0,9520.0,3254.0,6837.0,5936.5
2012-05-10,8661,2012,5,10,3,19,2,0,6782.0,5684.0,5789.0,3484.0,7262.285714285715,6109.066666666667
2012-05-11,10523,2012,5,11,4,19,2,0,8661.0,10825.0,6085.0,5854.0,7219.142857142857,6264.7
2012-05-12,3612,2012,5,12,5,19,2,0,10523.0,1395.0,7615.0,3762.0,7535.857142857143,6259.7
