order_id,product_key,customer_id,geography_id,order_date_id,ship_date_id,order_priority,ship_mode,sales,profit,quantity,discount,shipping_cost
IN-2012-18434,1303,CR-126251,482,644,647,Critical,Second Class,32,5.31,3,0.0,6.93
MX-2012-145611,1304,PS-190453,456,647,652,Medium,Second Class,101,42.2,5,0.0,5.053
ES-2012-4319979,1305,BC-111252,512,658,660,Medium,First Class,236,47.16,6,0.0,39.88
IN-2012-17748,1306,MT-180701,513,663,666,High,First Class,158,3.12,4,0.0,27.23
ES-2012-4574908,1307,EH-141252,465,665,665,High,Same Day,94,21.42,3,0.0,3.79
IN-2012-50935,1308,AS-101351,514,665,665,Medium,Same Day,164,44.16,8,0.0,11.21
IN-2012-50935,1309,AS-101351,514,665,665,Medium,Same Day,41,10.2,4,0.0,10.67
MX-2012-130015,1130,VF-217153,515,683,683,Critical,Same Day,70,16.16,4,0.0,8.022
ES-2012-1530191,1310,PB-188052,465,683,685,Critical,First Class,25,7.11,3,0.0,11.17
MX-2012-119487,1311,JJ-157603,516,683,685,High,First Class,87,0.84,7,0.0,2.329
ES-2012-1835271,1312,HJ-148752,465,684,684,High,Same Day,239,0.0,9,0.0,55.07
ES-2012-2006883,1313,TT-214602,517,690,691,Medium,First Class,185,55.44,3,0.0,38.14
MX-2012-101539,1230,MG-178903,518,698,700,High,First Class,47,0.0,10,0.0,8.432
MX-2012-161704,1314,AH-101203,463,715,720,Medium,Second Class,182,47.3,5,0.0,19.845
MX-2012-113341,1315,JL-151753,445,718,720,Critical,First Class,40,5.1,5,0.0,10.443
MX-2012-142174,1316,CC-124303,519,726,728,Medium,First Class,241,93.94,7,0.0,0.504
MX-2012-114902,1317,VM-216853,520,727,727,Critical,Same Day,164,11.34,9,0.0,51.232
MX-2012-114902,1318,VM-216853,520,727,727,Critical,Same Day,51,22.74,3,0.0,5.522
CA-2013-1140,1319,TC-114752,521,734,736,High,Second Class,178,74.7,6,0.0,24.71
ES-2013-5506373,1320,RD-196602,475,735,737,High,Second Class,2070,413.88,4,0.0,132.18
MX-2013-156454,1321,PM-191353,522,739,742,High,Second Class,105,43.2,6,0.0,15.788
ES-2013-4688767,1322,SS-205152,523,740,742,High,First Class,19,0.72,3,0.0,2.55
MX-2013-124807,1234,MH-172903,522,740,742,High,Second Class,55,17.64,6,0.0,6.289
MX-2013-137463,1323,MA-179953,463,740,743,High,Second Class,84,12.64,4,0.0,8.229
MX-2013-157868,1324,AT-104353,524,759,761,Medium,First Class,2456,785.82,7,0.0,487.476
MX-2013-168354,1325,TN-210403,462,764,768,Medium,Second Class,40,2.8,4,0.0,1.138
CD-2013-4900,1326,SM-103201,525,776,778,Critical,Second Class,1289,90.0,10,0.0,296.08
KE-2013-2790,1327,PC-90001,526,785,787,High,Second Class,660,230.76,12,0.0,73.51
ES-2013-2849768,1328,PA-190602,527,787,790,High,Second Class,112,40.2,4,0.0,7.07
ES-2013-2860574,1329,LB-167952,528,789,791,High,Second Class,5274,1898.4,10,0.0,730.91
ES-2013-5388599,1029,NP-186852,529,801,804,High,Second Class,56,8.91,3,0.0,5.18
ES-2013-5388599,1330,NP-186852,529,801,804,High,Second Class,41,10.56,4,0.0,5.66
IN-2013-70178,1331,PO-191801,530,803,807,Medium,Second Class,259,25.8,5,0.0,7.62
IN-2013-38720,1254,CW-119051,531,815,817,High,Second Class,640,38.25,5,0.0,68.55
EG-2013-8810,1332,JK-61201,478,819,824,High,Second Class,194,60.0,4,0.0,10.11
EG-2013-8810,1333,JK-61201,478,819,824,High,Second Class,198,81.0,12,0.0,27.57
BU-2013-3730,1334,CM-26552,532,823,825,Critical,First Class,115,46.8,10,0.0,38.95
MX-2013-121776,1335,RD-198103,533,824,826,Medium,Second Class,40,18.12,3,0.0,1.91
MX-2013-121776,1336,RD-198103,533,824,826,Medium,Second Class,58,27.4,5,0.0,1.999
IN-2013-84584,1337,DR-129401,534,832,836,High,Second Class,99,0.96,4,0.0,12.34
IN-2013-72740,1338,NF-184751,535,833,835,Critical,First Class,900,323.82,3,0.0,313.71
IN-2013-72740,1339,NF-184751,535,833,835,Critical,First Class,108,5.13,9,0.0,39.7
MX-2013-140319,1340,MH-172903,445,837,840,High,First Class,1448,318.5,7,0.0,169.216
MX-2013-140319,1341,MH-172903,445,837,840,High,First Class,36,2.16,4,0.0,7.813
MX-2013-167080,1177,PC-190003,463,844,849,High,Second Class,16,4.64,4,0.0,3.0
IN-2013-15102,1342,SR-207401,441,859,861,High,Second Class,271,62.28,4,0.0,47.11
IN-2013-78711,1343,LB-167951,531,866,866,High,Same Day,201,36.09,3,0.0,29.8
CA-2013-3370,1344,PO-91802,536,866,868,High,First Class,32,13.44,4,0.0,3.81
DJ-2013-7120,1345,CS-24001,537,867,867,High,Same Day,826,371.52,4,0.0,88.38
MX-2013-162453,1346,EL-137353,520,869,870,Medium,First Class,118,50.64,6,0.0,5.603
MX-2013-162453,1347,EL-137353,520,869,870,Medium,First Class,53,5.28,3,0.0,8.305
IZ-2013-680,1348,SW-103502,538,874,877,High,Second Class,196,70.44,4,0.0,32.68
MX-2013-108385,1349,AG-107653,539,875,880,Medium,Second Class,33,9.06,3,0.0,2.103
MX-2013-108385,1350,AG-107653,539,875,880,Medium,Second Class,21,7.44,4,0.0,1.528
MX-2013-108385,1351,AG-107653,539,875,880,Medium,Second Class,35,2.08,4,0.0,3.148
EG-2013-3220,1352,CC-21001,478,883,888,Medium,Second Class,31,11.28,4,0.0,1.62
MX-2013-145681,1353,DE-132553,540,885,889,Medium,Second Class,53,3.66,3,0.0,5.035
IN-2013-34835,1354,VM-216851,531,886,888,Medium,First Class,54,19.98,6,0.0,3.22
IN-2013-35017,1355,SR-207401,541,889,891,Critical,Second Class,44,6.0,5,0.0,15.52
IN-2013-19624,1356,NF-185951,542,890,892,High,First Class,170,37.35,5,0.0,24.56
ES-2013-4998717,1235,NP-186852,543,893,895,Medium,First Class,70,21.6,8,0.0,5.78
ES-2013-2355379,1357,KB-164052,544,895,898,High,First Class,33,8.55,5,0.0,7.93
ES-2013-2355379,1148,KB-164052,544,895,898,High,First Class,116,55.5,5,0.0,25.27
ES-2013-4255605,1358,BE-113352,545,896,900,Medium,Second Class,242,82.32,8,0.0,19.67
MX-2013-132045,1359,CR-128203,546,899,901,Critical,Second Class,30,9.06,3,0.0,6.431
MX-2013-132045,1360,CR-128203,546,899,901,Critical,Second Class,273,13.62,3,0.0,46.273
SF-2013-8510,1361,RB-97051,434,900,903,Medium,First Class,107,36.36,6,0.0,5.96
MO-2013-5330,1362,PO-91951,547,904,909,Medium,Second Class,273,46.2,10,0.0,8.87
MX-2013-129924,1363,NP-186853,445,906,909,Critical,First Class,71,1.28,8,0.0,13.628
MX-2013-129924,1364,NP-186853,445,906,909,Critical,First Class,26,9.36,6,0.0,7.178
IN-2013-63542,1213,MH-172901,542,913,915,Critical,Second Class,184,64.26,7,0.0,20.9
IN-2013-63542,1365,MH-172901,542,913,915,Critical,Second Class,689,55.05,5,0.0,169.69
IN-2013-63542,1366,MH-172901,542,913,915,Critical,Second Class,995,139.2,5,0.0,123.0
RS-2013-1610,1367,PB-88053,440,929,931,Critical,First Class,96,13.44,4,0.0,24.65
ES-2013-4122424,1368,BE-113352,465,929,932,High,First Class,191,32.34,7,0.0,62.19
MO-2013-2310,1369,PV-89851,547,930,935,Medium,Second Class,25,11.76,4,0.0,2.94
MX-2013-164154,1370,AT-104353,548,934,937,Medium,First Class,98,35.34,3,0.0,2.472
ES-2013-2058218,1371,DA-134502,549,937,937,Critical,Same Day,349,34.86,7,0.0,85.76
MO-2013-1730,1372,AP-7201,547,941,944,High,Second Class,59,9.9,6,0.0,8.7
MX-2013-145898,1373,PN-187753,550,949,951,High,Second Class,36,15.28,4,0.0,6.012
ES-2013-5504072,1136,EH-141252,551,950,954,Medium,Second Class,18,9.0,4,0.0,2.69
ES-2013-5504072,1374,EH-141252,551,950,954,Medium,Second Class,52,18.36,3,0.0,7.75
IN-2013-58915,1375,HJ-148751,552,951,954,Medium,First Class,114,45.6,4,0.0,20.15
ES-2013-4054650,1250,CD-127902,553,955,958,Medium,Second Class,187,87.84,4,0.0,16.78
NG-2013-1440,1376,SC-106801,442,956,961,Medium,Second Class,80,32.76,6,0.0,4.46
NG-2013-1440,1377,SC-106801,442,956,961,Medium,Second Class,1091,228.96,8,0.0,38.8
IN-2013-63815,1331,DB-129101,554,962,964,High,Second Class,155,15.48,3,0.0,31.84
CA-2013-4740,1378,DB-29102,555,963,966,High,Second Class,132,60.66,6,0.0,18.09
ES-2013-1408978,1027,BF-111702,556,965,970,Medium,Second Class,115,51.84,4,0.0,16.39
ES-2013-1408978,1310,BF-111702,556,965,970,Medium,Second Class,25,7.11,3,0.0,2.71
ES-2013-4434786,1379,CK-123252,557,970,973,Critical,Second Class,156,23.31,3,0.0,38.47
ID-2013-12624,1380,JJ-157601,558,972,976,Medium,Second Class,54,17.28,3,0.0,4.01
ES-2013-3845157,1381,VP-217302,499,984,988,Medium,Second Class,83,6.57,3,0.0,1.17
EZ-2013-2680,1382,GH-44102,559,985,989,High,Second Class,90,0.0,4,0.0,12.78
ZA-2013-9740,1383,DB-29101,560,987,989,Critical,Second Class,244,122.04,6,0.0,88.14
IT-2013-3050624,1384,RS-198702,561,988,990,Medium,Second Class,428,132.72,7,0.0,33.53
MX-2013-158064,1340,Dp-132403,481,993,995,High,Second Class,1034,227.5,5,0.0,72.539
MX-2013-158064,1385,Dp-132403,481,993,995,High,Second Class,181,36.1,5,0.0,24.613
MX-2013-100573,1278,GH-144103,562,994,996,Critical,Second Class,14,3.96,3,0.0,2.669
MX-2013-151764,1386,JL-151753,563,995,998,Critical,Second Class,49,23.34,3,0.0,13.447
MX-2013-163328,1387,TH-215503,564,997,997,Critical,Same Day,86,36.88,4,0.0,18.435
ES-2013-4636934,1388,CW-119052,565,1001,1001,Critical,Same Day,267,87.84,6,0.0,128.32
ES-2013-4636934,1389,CW-119052,565,1001,1001,Critical,Same Day,13,3.42,3,0.0,2.38
ES-2013-4636934,1390,CW-119052,565,1001,1001,Critical,Same Day,328,81.9,6,0.0,30.71
MX-2013-142405,1391,SU-206653,566,1002,1004,High,First Class,96,24.8,5,0.0,3.652
MX-2013-161018,1157,SN-205603,495,1005,1009,High,Second Class,103,25.68,4,0.0,19.941
SF-2013-70,1392,EL-37351,434,1011,1015,Medium,Second Class,273,8.1,6,0.0,26.46
IN-2013-65677,1393,HD-147851,558,1015,1018,Critical,First Class,395,169.92,4,0.0,112.06
ES-2013-5085939,1394,TC-215352,567,1020,1023,High,First Class,417,16.5,10,0.0,65.04
ES-2013-4511365,1395,SN-207102,565,1033,1037,Medium,Second Class,43,8.91,3,0.0,2.22
AO-2013-4310,1396,CW-19051,568,1034,1039,Medium,Second Class,65,11.7,6,0.0,8.67
IN-2013-60308,1397,PO-191951,569,1037,1039,Medium,First Class,75,17.85,7,0.0,12.29
MX-2013-127012,1398,CC-121003,570,1041,1043,High,Second Class,151,51.2,5,0.0,24.257
ES-2013-3059419,1399,RM-196752,527,1041,1044,Medium,Second Class,40,17.73,3,0.0,7.0
IN-2013-73342,1400,MH-172901,571,1048,1050,Medium,Second Class,85,13.59,3,0.0,10.86
IN-2013-82260,1401,TC-215351,572,1050,1053,High,Second Class,149,5.88,4,0.0,29.85
IN-2013-82260,1402,TC-215351,572,1050,1053,High,Second Class,48,2.28,4,0.0,6.92
MO-2013-8630,1403,AB-2551,547,1058,1058,Medium,Same Day,2266,113.28,4,0.0,556.45
ES-2013-4020783,1087,PN-187752,573,1060,1062,Medium,Second Class,76,25.11,3,0.0,4.48
MX-2013-109750,1404,NM-184453,505,1068,1070,Medium,Second Class,28,14.16,3,0.0,2.998
ES-2013-2571754,1405,CW-119052,574,1069,1071,High,First Class,62,14.85,5,0.0,13.12
ES-2013-1883688,1093,TW-210252,565,1070,1072,High,First Class,82,23.04,3,0.0,5.43
MX-2013-107006,1406,NZ-185653,436,1075,1076,High,First Class,164,18.08,4,0.0,35.492
MX-2013-150238,1407,EH-140053,575,1076,1079,Medium,Second Class,59,20.64,3,0.0,4.134
MX-2013-150238,1408,EH-140053,575,1076,1079,Medium,Second Class,19,7.44,3,0.0,2.455
IN-2013-58012,1409,MH-181151,531,1077,1079,High,Second Class,82,34.29,3,0.0,12.16
IN-2013-22389,1410,EM-141401,576,1078,1081,High,First Class,133,2.61,3,0.0,24.26
ES-2013-2048769,1073,EL-137352,499,1079,1081,Critical,Second Class,34,14.22,6,0.0,7.99
MX-2013-145275,1411,TA-213853,577,1083,1085,Medium,Second Class,124,9.84,6,0.0,6.107
MX-2013-145275,1144,TA-213853,577,1083,1085,Medium,Second Class,40,12.4,5,0.0,0.413
MX-2013-145275,1412,TA-213853,577,1083,1085,Medium,Second Class,114,19.4,5,0.0,9.854
IN-2013-80818,1413,CM-126551,578,1083,1086,Medium,Second Class,26,2.76,4,0.0,1.68
IT-2013-5081262,1414,TW-210252,579,1083,1087,High,Second Class,96,28.56,7,0.0,13.04
MX-2013-112956,1415,DP-133903,580,1085,1090,Medium,Second Class,74,19.8,5,0.0,5.605
MX-2013-112956,1236,DP-133903,580,1085,1090,Medium,Second Class,16,2.96,4,0.0,0.707
MX-2013-165939,1416,BC-111253,581,1093,1095,High,Second Class,96,3.8,5,0.0,2.811
IN-2014-23467,1417,ML-177551,531,1099,1100,Critical,Same Day,59,21.12,8,0.0,6.34
MX-2014-111122,1418,NP-186853,582,1111,1111,Critical,Same Day,284,113.64,3,0.0,103.404
IN-2014-64669,1419,VP-217301,569,1116,1118,High,First Class,55,15.75,5,0.0,11.58
MX-2014-138317,1364,AW-109303,575,1124,1126,High,First Class,13,4.68,3,0.0,2.398
MX-2014-154466,1288,AD-101803,583,1130,1132,High,First Class,54,8.1,3,0.0,9.517
ES-2014-5488768,1414,SN-207102,584,1134,1137,High,First Class,82,24.48,6,0.0,19.39
ES-2014-2829389,1420,SJ-201252,585,1141,1144,High,Second Class,79,7.11,3,0.0,0.93
IN-2014-70465,1421,MA-179951,586,1141,1145,High,Second Class,22,9.27,3,0.0,1.67
RS-2014-3230,1422,JP-61352,587,1147,1149,High,First Class,213,106.56,4,0.0,16.53
EG-2014-6180,1423,SR-104251,478,1148,1150,High,Second Class,61,7.2,4,0.0,10.23
TZ-2014-3030,1424,DR-29401,588,1153,1156,High,First Class,51,25.44,4,0.0,3.52
MX-2014-106362,1188,BF-111703,456,1157,1160,Medium,Second Class,61,7.28,7,0.0,8.931
MX-2014-122959,1425,AT-104353,589,1159,1162,Medium,First Class,114,56.88,3,0.0,22.111
MX-2014-147893,1426,EM-142003,590,1165,1166,Critical,First Class,45,14.88,4,0.0,8.572
MX-2014-147893,1427,EM-142003,590,1165,1166,Critical,First Class,26,8.4,4,0.0,5.973
MX-2014-147893,1428,EM-142003,590,1165,1166,Critical,First Class,46,16.0,8,0.0,19.074
MX-2014-147893,1429,EM-142003,590,1165,1166,Critical,First Class,21,8.2,5,0.0,5.717
MX-2014-137141,1430,SJ-201253,582,1168,1170,High,First Class,44,7.92,4,0.0,8.072
MX-2014-165442,1431,BT-115303,591,1169,1172,High,First Class,49,17.5,5,0.0,9.931
MX-2014-145072,1432,Dp-132403,592,1172,1177,Medium,Second Class,42,3.72,6,0.0,3.501
MX-2014-145072,1433,Dp-132403,592,1172,1177,Medium,Second Class,119,13.04,4,0.0,17.295
MX-2014-152961,1434,BE-113353,519,1174,1176,High,First Class,1049,157.32,3,0.0,8.916
MX-2014-152961,1435,BE-113353,519,1174,1176,High,First Class,1889,887.6,5,0.0,465.918
IN-2014-65719,1436,AB-102551,593,1174,1178,Medium,Second Class,103,42.24,8,0.0,4.29
RS-2014-4120,1437,RB-94652,594,1174,1178,Medium,Second Class,196,97.8,4,0.0,16.07
IN-2014-17104,1438,SU-206651,479,1182,1186,High,Second Class,136,54.27,9,0.0,13.84
IN-2014-17104,1439,SU-206651,479,1182,1186,High,Second Class,67,2.64,4,0.0,3.01
IN-2014-78200,1440,FC-142451,595,1188,1190,Medium,First Class,41,12.96,3,0.0,3.0
MX-2014-146087,1441,NF-184753,596,1195,1199,Medium,Second Class,122,47.44,4,0.0,10.928
ES-2014-5281275,1442,PM-191352,597,1195,1200,Medium,Second Class,20,9.36,3,0.0,2.98
MX-2014-133830,1443,PS-189703,462,1201,1203,Critical,First Class,1792,304.7,5,0.0,303.631
MX-2014-133830,1444,PS-189703,462,1201,1203,Critical,First Class,188,56.28,6,0.0,79.38
MX-2014-133830,1445,PS-189703,462,1201,1203,Critical,First Class,75,32.8,8,0.0,20.378
MX-2014-133830,1446,PS-189703,462,1201,1203,Critical,First Class,87,33.9,3,0.0,24.218
ES-2014-2036598,1447,RM-196752,598,1203,1208,Medium,Second Class,224,42.45,5,0.0,27.43
CG-2014-180,1448,AT-4351,599,1204,1206,Medium,First Class,90,7.92,8,0.0,12.57
MX-2014-146843,1449,PM-191353,566,1208,1210,High,Second Class,115,8.04,3,0.0,19.128
IN-2014-74644,1450,PS-189701,600,1209,1212,High,Second Class,120,7.2,5,0.0,28.18
IN-2014-69408,1451,CD-127901,601,1214,1219,Medium,Second Class,139,51.3,3,0.0,5.61
IN-2014-69408,1452,CD-127901,601,1214,1219,Medium,Second Class,22,6.12,3,0.0,1.43
MX-2014-150336,1453,DP-133903,602,1216,1218,High,Second Class,35,9.18,3,0.0,7.046
IN-2014-71256,1454,NM-184451,603,1217,1222,Medium,Second Class,195,9.72,4,0.0,12.73
IN-2014-71256,1455,NM-184451,603,1217,1222,Medium,Second Class,43,8.16,4,0.0,2.65
IN-2014-71256,1456,NM-184451,603,1217,1222,Medium,Second Class,171,80.19,3,0.0,16.75
ES-2014-5054547,1054,MH-172902,604,1218,1222,Medium,Second Class,53,10.53,3,0.0,4.09
IN-2014-71907,1457,BT-114851,605,1221,1223,High,Second Class,152,42.42,7,0.0,16.47
MX-2014-119620,1458,SW-203503,606,1222,1224,Medium,Second Class,27,0.24,3,0.0,3.188
MX-2014-114545,1408,DB-133603,607,1229,1233,High,Second Class,26,9.92,4,0.0,2.019
MX-2014-114545,1459,DB-133603,607,1229,1233,High,Second Class,33,1.62,3,0.0,7.549
IN-2014-26533,1460,VM-216851,608,1230,1234,Medium,Second Class,50,22.5,3,0.0,5.9
IN-2014-84948,1461,PN-187751,609,1231,1234,Medium,First Class,383,114.66,14,0.0,22.04
ES-2014-4430801,1032,AB-100602,610,1235,1238,Medium,Second Class,199,47.64,4,0.0,20.18
ES-2014-4430801,1462,AB-100602,610,1235,1238,Medium,Second Class,149,47.52,6,0.0,20.85
ES-2014-4430801,1191,AB-100602,610,1235,1238,Medium,Second Class,436,130.68,9,0.0,50.58
US-2014-169936,1463,MZ-173353,611,1239,1241,Critical,First Class,38,16.08,3,0.0,12.659
IN-2014-23761,1464,MH-181151,612,1249,1251,Critical,First Class,114,6.72,4,0.0,20.29
ES-2014-1472055,1465,EL-137352,613,1251,1251,High,Same Day,137,5.4,5,0.0,17.23
MX-2014-154067,1466,MZ-173353,614,1252,1255,High,Second Class,94,1.86,3,0.0,11.689
IN-2014-74987,1467,SW-203501,615,1257,1259,Medium,Second Class,147,51.48,3,0.0,10.25
MX-2014-163839,1468,AB-100603,495,1259,1264,Medium,Second Class,479,119.84,14,0.0,46.729
EG-2014-6160,1469,CR-26251,469,1261,1266,High,Second Class,221,41.88,4,0.0,27.52
MX-2014-166716,1431,FC-142453,616,1263,1267,High,Second Class,49,17.5,5,0.0,5.405
MX-2014-122497,1470,RD-198103,520,1267,1269,High,First Class,137,64.44,3,0.0,29.585
MX-2014-122497,1471,RD-198103,520,1267,1269,High,First Class,24,3.3,3,0.0,3.484
IN-2014-14402,1472,RD-198101,617,1273,1275,Medium,Second Class,123,2.4,5,0.0,0.27
IN-2014-14402,1473,RD-198101,617,1273,1275,Medium,Second Class,95,9.45,7,0.0,10.67
IT-2014-2277753,1474,TW-210252,523,1275,1279,Medium,Second Class,41,10.2,4,0.0,5.5
ES-2014-2189069,1475,DW-134802,618,1277,1277,High,Same Day,293,35.1,6,0.0,68.59
ES-2014-2189069,1089,DW-134802,618,1277,1277,High,Same Day,44,4.8,4,0.0,7.86
IN-2014-63374,1476,MH-181151,619,1277,1279,High,Second Class,41,18.84,4,0.0,6.27
IR-2014-6230,1477,DE-32552,620,1277,1280,High,Second Class,246,68.88,8,0.0,28.45
GH-2014-4170,1478,DW-34801,621,1287,1290,Medium,First Class,63,6.84,4,0.0,9.57
IN-2014-38937,1479,RD-198101,622,1291,1292,High,First Class,93,5.46,7,0.0,10.2
ES-2014-3388021,1084,DR-129402,623,1293,1294,Medium,First Class,44,14.4,3,0.0,5.39
IN-2014-19911,1480,ED-138851,624,1299,1302,Critical,First Class,1270,558.72,6,0.0,194.61
SL-2014-420,1481,MH-81151,625,1305,1307,Medium,First Class,70,8.28,4,0.0,0.33
IN-2014-38930,1482,PV-189851,542,1306,1306,High,Same Day,93,25.02,3,0.0,24.35
CA-2014-7620,1483,RB-97052,626,1312,1312,Critical,Same Day,112,4.44,4,0.0,53.9
CA-2014-7620,1484,RB-97052,626,1312,1312,Critical,Same Day,27,12.48,4,0.0,8.04
MX-2014-160080,1353,TB-211903,627,1313,1317,Medium,Second Class,159,10.98,9,0.0,10.428
IN-2014-76387,1485,BT-114851,628,1317,1320,High,First Class,152,74.55,5,0.0,31.34
IN-2014-76387,1486,BT-114851,628,1317,1320,High,First Class,219,0.0,4,0.0,11.96
ES-2014-3352897,1139,KF-162852,629,1319,1320,Medium,First Class,111,40.8,8,0.0,3.01
SF-2014-8990,1487,BT-13051,630,1320,1320,High,Same Day,226,56.4,4,0.0,29.23
ES-2014-5334183,1488,SD-204852,598,1320,1321,Medium,First Class,91,6.3,3,0.0,7.68
IN-2014-25903,1489,SJ-201251,490,1322,1325,High,First Class,125,48.6,6,0.0,18.47
IN-2014-25903,1490,SJ-201251,490,1322,1325,High,First Class,85,12.6,5,0.0,16.39
IN-2014-45202,1491,SU-206651,631,1334,1334,Medium,Same Day,70,27.9,6,0.0,6.55
MX-2014-143322,1492,SD-204853,632,1334,1336,Critical,First Class,235,49.3,5,0.0,60.34
ES-2014-1035204,1493,MG-178752,633,1336,1338,High,Second Class,242,0.0,5,0.0,25.58
ES-2014-3497227,1310,MA-179952,634,1339,1342,High,First Class,51,14.22,6,0.0,16.48
ES-2014-1854100,1494,ME-173202,635,1345,1345,High,Same Day,40,12.69,3,0.0,6.64
RS-2014-7450,1495,KF-62852,440,1348,1351,Critical,Second Class,144,5.76,12,0.0,25.04
RS-2014-7450,1496,KF-62852,440,1348,1351,Critical,Second Class,80,30.42,6,0.0,14.68
IT-2014-5768200,1497,BF-112152,567,1348,1353,Medium,Second Class,53,0.96,4,0.0,2.54
IT-2014-5768200,1498,BF-112152,567,1348,1353,Medium,Second Class,158,69.48,3,0.0,15.31
ES-2014-5332989,1499,MG-178752,636,1350,1353,Critical,Second Class,244,70.8,5,0.0,35.31
IN-2014-41814,1480,SD-204851,637,1351,1353,Critical,First Class,635,279.36,3,0.0,140.34
ES-2014-2548169,1500,NK-184902,465,1352,1353,Medium,First Class,83,6.48,6,0.0,7.36
MX-2014-114097,1501,BE-113353,638,1355,1358,Medium,First Class,52,14.64,6,0.0,3.474
MX-2014-114097,1502,BE-113353,638,1355,1358,Medium,First Class,20,6.06,3,0.0,2.38
MX-2014-166135,1359,EL-137353,639,1356,1358,High,First Class,30,9.06,3,0.0,3.836
MX-2014-166135,1503,EL-137353,639,1356,1358,High,First Class,408,44.88,3,0.0,91.14
IN-2014-81154,1504,NL-183101,640,1358,1358,Critical,Same Day,148,20.7,6,0.0,33.62
IN-2014-81154,1505,NL-183101,640,1358,1358,Critical,Same Day,1191,178.56,6,0.0,353.42
IN-2014-31503,1506,CC-124301,601,1361,1364,Medium,Second Class,687,343.35,5,0.0,67.9
IN-2014-20772,1507,SC-200501,641,1362,1364,Medium,Second Class,126,57.75,7,0.0,14.23
IN-2014-44012,1508,PS-190451,642,1364,1366,Critical,Second Class,38,0.0,3,0.0,5.27
IN-2014-44012,1366,PS-190451,642,1364,1366,Critical,Second Class,597,83.52,3,0.0,136.27
MX-2014-145527,1314,DB-133603,643,1372,1373,High,First Class,109,28.38,3,0.0,21.937
MX-2014-141614,1509,CH-120703,632,1372,1375,Critical,Second Class,73,19.56,3,0.0,19.046
MX-2014-154900,1510,NM-184453,575,1376,1379,High,First Class,332,23.2,5,0.0,62.547
IN-2014-73762,1511,BF-110051,644,1382,1382,High,Same Day,20,5.67,3,0.0,2.66
ES-2014-4971381,1512,HR-147702,553,1382,1387,Medium,Second Class,2077,394.68,4,0.0,164.16
IN-2014-45188,1513,DR-129401,645,1386,1387,High,First Class,96,38.55,5,0.0,5.19
IN-2014-45188,1514,DR-129401,645,1386,1387,High,First Class,47,19.53,3,0.0,5.24
ES-2014-5249912,1515,TH-215502,476,1386,1388,High,First Class,57,20.88,4,0.0,14.25
ES-2014-5249912,1024,TH-215502,476,1386,1388,High,First Class,173,0.0,5,0.0,28.82
HU-2014-7310,1516,EH-41252,646,1392,1394,High,First Class,1270,558.72,6,0.0,352.52
IN-2014-16320,1517,DW-134801,647,1396,1399,Critical,First Class,72,20.79,3,0.0,17.72
MX-2014-111234,1518,PV-189853,648,1397,1397,Critical,Same Day,43,5.04,7,0.0,11.205
MX-2014-111234,1519,PV-189853,648,1397,1397,Critical,Same Day,85,6.72,3,0.0,39.813
MX-2014-124674,1520,BS-118003,481,1397,1402,High,Second Class,222,97.44,7,0.0,34.459
GH-2014-6030,1521,MH-81151,502,1403,1404,High,First Class,136,21.72,4,0.0,4.23
IN-2014-51222,1522,MO-178001,649,1403,1406,Medium,First Class,98,5.85,3,0.0,6.02
UP-2014-5190,1523,LB-67952,650,1405,1407,Critical,First Class,158,28.14,14,0.0,45.25
IR-2014-7020,1524,PL-89252,651,1412,1415,Critical,First Class,231,85.56,4,0.0,44.53
IR-2014-7020,1525,PL-89252,651,1412,1415,Critical,First Class,125,17.4,4,0.0,26.98
MX-2014-149622,1526,DB-129103,540,1413,1417,High,Second Class,1188,23.58,9,0.0,107.462
MX-2014-149622,1527,DB-129103,540,1413,1417,High,Second Class,124,32.28,3,0.0,7.714
MX-2014-146990,1528,JP-161353,652,1418,1421,Critical,First Class,38,15.48,3,0.0,5.346
MX-2014-146990,1229,JP-161353,652,1418,1421,Critical,First Class,24,10.26,3,0.0,4.826
MX-2014-146990,1529,JP-161353,652,1418,1421,Critical,First Class,162,59.8,5,0.0,46.82
MX-2014-154907,1530,EM-142003,653,1420,1420,Critical,Same Day,78,13.3,5,0.0,18.956
ES-2014-2139416,1379,CL-127002,574,1421,1422,High,First Class,415,62.16,8,0.0,40.49
ES-2014-3223817,1531,PM-191352,654,1425,1427,Medium,First Class,70,32.22,6,0.0,8.96
MX-2014-105970,1532,SC-206803,655,1426,1427,High,First Class,56,24.64,7,0.0,4.928
SF-2014-2330,1533,AB-601,656,1426,1429,Critical,Second Class,1238,606.36,4,0.0,400.03
MX-2014-165680,1534,PS-190453,575,1427,1431,High,Second Class,26,9.8,5,0.0,3.07
SA-2014-6520,1348,NM-84453,657,1428,1431,Medium,Second Class,196,70.44,4,0.0,18.38
IN-2014-23488,1535,PS-189701,658,1429,1432,Medium,First Class,73,23.85,5,0.0,2.43
ES-2014-3745756,1536,SJ-201252,659,1429,1432,Medium,Second Class,128,28.17,3,0.0,15.97
ES-2014-2458882,1537,CS-124002,523,1434,1434,Critical,Same Day,190,68.16,8,0.0,86.58
IN-2014-82911,1538,CG-120401,660,1435,1435,Critical,Same Day,49,23.16,4,0.0,11.66
MX-2014-140438,1539,BF-111703,606,1442,1444,Medium,First Class,31,4.0,5,0.0,4.504
