product_key,product_id,product_name,category,sub_category
1556,OFF-AR-10004552,"Boston Markers, Blue",Office Supplies,Art
1557,OFF-AR-10003521,"Stanley Highlighters, Easy-Erase",Office Supplies,Art
1558,OFF-ST-10002714,"Eldon Box, Industrial",Office Supplies,Storage
1559,OFF-EN-10004144,"Cameo Clasp Envelope, Security-Tint",Office Supplies,Envelopes
1560,OFF-FA-10003745,"Accos Rubber Bands, Metal",Office Supplies,Fasteners
1561,OFF-AME-10003180,"Ames Business Envelopes, Set of 50",Office Supplies,Envelopes
1562,OFF-AR-10000242,"BIC Pencil Sharpener, Blue",Office Supplies,Art
1563,OFF-LA-10002752,"Smead Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels
1564,OFF-FA-10003139,"Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners
1565,OFF-BIN-10004563,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art
1566,OFF-BI-10001598,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders
1567,OFF-LA-10003487,"Smead Shipping Labels, Adjustable",Office Supplies,Labels
1568,OFF-PA-10004020,"SanDisk Message Books, 8.5 x 11",Office Supplies,Paper
1569,OFF-PA-10004359,"Xerox Computer Printout Paper, Premium",Office Supplies,Paper
1570,OFF-AVE-10003465,"Avery Binder, Economy",Office Supplies,Binders
1571,OFF-BI-10000346,"Ibico 3-Hole Punch, Clear",Office Supplies,Binders
1572,OFF-LA-10004919,"Smead Color Coded Labels, Alphabetical",Office Supplies,Labels
1573,OFF-PA-10003252,"Xerox Note Cards, 8.5 x 11",Office Supplies,Paper
1574,OFF-BOS-10004950,"Boston Pens, Fluorescent",Office Supplies,Art
1575,OFF-AR-10001482,"Stanley Markers, Easy-Erase",Office Supplies,Art
1576,OFF-EN-10003632,"Jiffy Mailers, Recycled",Office Supplies,Envelopes
1577,OFF-FA-10001892,"Advantus Clamps, Metal",Office Supplies,Fasteners
1578,OFF-AVE-10001847,"Avery Binder, Clear",Office Supplies,Binders
1579,OFF-CAR-10001911,"Cardinal Binder Covers, Clear",Office Supplies,Binders
1580,OFF-AR-10001862,"Boston Pens, Water Color",Office Supplies,Art
1581,OFF-EN-10003484,"Ames Clasp Envelope, Recycled",Office Supplies,Envelopes
1582,OFF-FA-10003893,"OIC Paper Clips, 12 Pack",Office Supplies,Fasteners
1583,OFF-ST-10002460,"Rogers Shelving, Single Width",Office Supplies,Storage
1584,OFF-ST-10001590,"Eldon Folders, Blue",Office Supplies,Storage
1585,OFF-LA-10003132,"Hon File Folder Labels, Adjustable",Office Supplies,Labels
1586,OFF-EN-10000556,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes
1587,OFF-SU-10004192,"Fiskars Ruler, Easy Grip",Office Supplies,Supplies
1588,OFF-BI-10001900,"Wilson Jones Binder Covers, Clear",Office Supplies,Binders
1589,OFF-LA-10002486,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Labels
1590,OFF-SU-10004794,"Stiletto Shears, Steel",Office Supplies,Supplies
1591,OFF-SAN-10002639,"Sanford Markers, Easy-Erase",Office Supplies,Art
1592,OFF-ST-10002343,"Smead Trays, Blue",Office Supplies,Storage
1593,OFF-EN-10000927,"Ames Business Envelopes, Set of 50",Office Supplies,Envelopes
1594,OFF-AR-10003117,"BIC Pencil Sharpener, Blue",Office Supplies,Art
1595,OFF-SU-10000429,"Elite Ruler, Easy Grip",Office Supplies,Supplies
1596,OFF-LA-10000271,"Harbour Creations Shipping Labels, Alphabetical",Office Supplies,Labels
1597,OFF-PA-10003224,"Eaton Computer Printout Paper, Premium",Office Supplies,Paper
1598,OFF-AP-10004464,"Cuisinart Stove, White",Office Supplies,Appliances
1599,OFF-WIL-10000164,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders
1600,OFF-NOV-10000808,"Novimex Round Labels, Adjustable",Office Supplies,Labels
1601,OFF-EN-10004895,"Kraft Mailers, Security-Tint",Office Supplies,Envelopes
1602,OFF-EN-10002700,"Kraft Interoffice Envelope, with clear poly window",Office Supplies,Envelopes
1603,OFF-ST-10003931,"Smead Trays, Wire Frame",Office Supplies,Storage
1604,OFF-BIN-10002061,"Binney & Smith Sketch Pad, Blue",Office Supplies,Art
1605,OFF-ACC-10003636,"Acco Binding Machine, Durable",Office Supplies,Binders
1606,OFF-PA-10004694,"Green Bar Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
1607,OFF-PA-10003518,"Enermax Computer Printout Paper, Multicolor",Office Supplies,Paper
1608,OFF-AR-10000316,"Stanley Pens, Blue",Office Supplies,Art
1609,OFF-FA-10001698,"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners
1610,OFF-LA-10003271,"Novimex Shipping Labels, Adjustable",Office Supplies,Labels
1611,OFF-BI-10004436,"Acco Hole Reinforcements, Recycled",Office Supplies,Binders
1612,OFF-EN-10001733,"Cameo Interoffice Envelope, with clear poly window",Office Supplies,Envelopes
1613,OFF-AR-10002882,"BIC Sketch Pad, Water Color",Office Supplies,Art
1614,OFF-SU-10004279,"Kleencut Shears, Serrated",Office Supplies,Supplies
1615,OFF-TEN-10003948,"Tenex Box, Blue",Office Supplies,Storage
1616,OFF-SU-10001831,"Stiletto Scissors, High Speed",Office Supplies,Supplies
1617,OFF-SU-10001851,"Stiletto Ruler, Steel",Office Supplies,Supplies
1618,OFF-AVE-10000608,"Avery Index Tab, Economy",Office Supplies,Binders
1619,OFF-JIF-10002184,"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes
1620,OFF-STA-10002654,"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art
1621,OFF-CAR-10000150,"Cardinal Binder, Clear",Office Supplies,Binders
1622,OFF-KLE-10000050,"Kleencut Trimmer, High Speed",Office Supplies,Supplies
1623,OFF-BIN-10004512,"Binney & Smith Pens, Easy-Erase",Office Supplies,Art
1624,OFF-ACC-10001703,"Acco Binder, Recycled",Office Supplies,Binders
1625,OFF-STO-10003342,"Stockwell Rubber Bands, Assorted Sizes",Office Supplies,Fasteners
1626,OFF-ELD-10001037,"Eldon Trays, Wire Frame",Office Supplies,Storage
1627,OFF-ROG-10002818,"Rogers Trays, Industrial",Office Supplies,Storage
1628,OFF-BOS-10000577,"Boston Highlighters, Blue",Office Supplies,Art
1629,OFF-AVE-10004251,"Avery Binding Machine, Economy",Office Supplies,Binders
1630,OFF-CAM-10004269,"Cameo Business Envelopes, Security-Tint",Office Supplies,Envelopes
1631,OFF-SME-10002823,"Smead Trays, Blue",Office Supplies,Storage
1632,OFF-IBI-10001951,"Ibico Hole Reinforcements, Clear",Office Supplies,Binders
1633,OFF-STO-10003098,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners
1634,OFF-NOV-10000092,"Novimex Color Coded Labels, 5000 Label Set",Office Supplies,Labels
1635,OFF-STA-10001747,"Stanley Pencil Sharpener, Water Color",Office Supplies,Art
1636,OFF-SAN-10004746,"Sanford Highlighters, Fluorescent",Office Supplies,Art
1637,OFF-ACC-10000808,"Acco 3-Hole Punch, Economy",Office Supplies,Binders
1638,OFF-BIC-10004976,"BIC Markers, Water Color",Office Supplies,Art
1639,OFF-STI-10003510,"Stiletto Trimmer, Easy Grip",Office Supplies,Supplies
1640,OFF-ACC-10004364,"Accos Push Pins, Bulk Pack",Office Supplies,Fasteners
1641,OFF-HON-10002610,"Hon Removable Labels, Adjustable",Office Supplies,Labels
1642,OFF-ELD-10002240,"Eldon Shelving, Wire Frame",Office Supplies,Storage
1643,OFF-GRE-10002510,"Green Bar Computer Printout Paper, Recycled",Office Supplies,Paper
1644,OFF-CAR-10001358,"Cardinal Hole Reinforcements, Clear",Office Supplies,Binders
1645,OFF-ELD-10001832,"Eldon Shelving, Single Width",Office Supplies,Storage
1646,OFF-KRA-10000916,"Kraft Interoffice Envelope, Recycled",Office Supplies,Envelopes
1647,OFF-ROG-10002132,"Rogers Lockers, Industrial",Office Supplies,Storage
1648,OFF-CAR-10003259,"Cardinal Binder, Recycled",Office Supplies,Binders
1649,OFF-CAM-10001690,"Cameo Clasp Envelope, Recycled",Office Supplies,Envelopes
1650,OFF-CAR-10002931,"Cardinal Hole Reinforcements, Recycled",Office Supplies,Binders
1651,OFF-WIL-10000986,"Wilson Jones Binder Covers, Economy",Office Supplies,Binders
1652,OFF-STA-10004327,"Stanley Markers, Blue",Office Supplies,Art
1653,OFF-HAR-10000501,"Harbour Creations File Folder Labels, Laser Printer Compatible",Office Supplies,Labels
1654,OFF-STI-10000697,"Stiletto Ruler, High Speed",Office Supplies,Supplies
1655,OFF-ACM-10002301,"Acme Trimmer, Serrated",Office Supplies,Supplies
1656,OFF-BIC-10000041,"BIC Markers, Blue",Office Supplies,Art
1657,OFF-CAM-10004002,"Cameo Business Envelopes, Set of 50",Office Supplies,Envelopes
1658,OFF-WIL-10002233,"Wilson Jones Index Tab, Durable",Office Supplies,Binders
1659,OFF-KRA-10000113,"Kraft Peel and Seal, Recycled",Office Supplies,Envelopes
1660,OFF-HAR-10000681,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels
1661,OFF-ACC-10004910,"Accos Rubber Bands, Metal",Office Supplies,Fasteners
1662,OFF-STA-10003803,"Stanley Highlighters, Fluorescent",Office Supplies,Art
1663,OFF-ACC-10001285,"Acco Index Tab, Clear",Office Supplies,Binders
1664,OFF-STO-10001239,"Stockwell Clamps, Metal",Office Supplies,Fasteners
1665,OFF-STA-10000247,"Stanley Canvas, Fluorescent",Office Supplies,Art
1666,OFF-ROG-10004646,"Rogers File Cart, Blue",Office Supplies,Storage
1667,OFF-ACM-10001029,"Acme Box Cutter, Serrated",Office Supplies,Supplies
1668,OFF-ROG-10001340,"Rogers File Cart, Industrial",Office Supplies,Storage
1669,OFF-FIS-10001797,"Fiskars Trimmer, Steel",Office Supplies,Supplies
1670,OFF-TEN-10002835,"Tenex Lockers, Industrial",Office Supplies,Storage
1671,OFF-IBI-10004916,"Ibico Binder Covers, Recycled",Office Supplies,Binders
1672,OFF-STA-10001895,"Stanley Pens, Easy-Erase",Office Supplies,Art
1673,OFF-ROG-10001418,"Rogers Trays, Wire Frame",Office Supplies,Storage
1674,OFF-FIS-10004787,"Fiskars Box Cutter, Steel",Office Supplies,Supplies
1675,OFF-IBI-10003422,"Ibico Binder, Durable",Office Supplies,Binders
1676,OFF-BOS-10003699,"Boston Sketch Pad, Fluorescent",Office Supplies,Art
1677,OFF-ROG-10002294,"Rogers File Cart, Single Width",Office Supplies,Storage
1678,OFF-HON-10004621,"Hon Color Coded Labels, Adjustable",Office Supplies,Labels
1679,OFF-CUI-10003993,"Cuisinart Microwave, Red",Office Supplies,Appliances
1680,OFF-ELD-10000124,"Eldon Trays, Single Width",Office Supplies,Storage
1681,OFF-SME-10002417,"Smead Trays, Single Width",Office Supplies,Storage
1682,OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders
1683,OFF-NOV-10004223,"Novimex Shipping Labels, Adjustable",Office Supplies,Labels
1684,OFF-ACC-10000218,"Acco Hole Reinforcements, Durable",Office Supplies,Binders
1685,OFF-BOS-10002073,"Boston Canvas, Water Color",Office Supplies,Art
1686,OFF-STO-10000924,"Stockwell Rubber Bands, Metal",Office Supplies,Fasteners
1687,OFF-HON-10001508,"Hon Removable Labels, 5000 Label Set",Office Supplies,Labels
1688,OFF-CAR-10002375,"Cardinal Binder Covers, Durable",Office Supplies,Binders
1689,OFF-XER-10003901,"Xerox Computer Printout Paper, 8.5 x 11",Office Supplies,Paper
1690,OFF-CUI-10003665,"Cuisinart Blender, Red",Office Supplies,Appliances
1691,OFF-OIC-10000121,"OIC Paper Clips, 12 Pack",Office Supplies,Fasteners
1692,OFF-FEL-10003785,"Fellowes Shelving, Industrial",Office Supplies,Storage
1693,OFF-EAT-10004908,"Eaton Message Books, Recycled",Office Supplies,Paper
1694,OFF-HAR-10002083,"Harbour Creations Round Labels, 5000 Label Set",Office Supplies,Labels
1695,OFF-IBI-10000080,"Ibico Binder, Recycled",Office Supplies,Binders
1696,OFF-STO-10003604,"Stockwell Staples, Metal",Office Supplies,Fasteners
1697,OFF-EAT-10003338,"Eaton Message Books, 8.5 x 11",Office Supplies,Paper
1698,OFF-HAR-10002479,"Harbour Creations Color Coded Labels, 5000 Label Set",Office Supplies,Labels
1699,OFF-CAM-10001177,"Cameo Manila Envelope, Recycled",Office Supplies,Envelopes
1700,OFF-OIC-10002625,"OIC Thumb Tacks, 12 Pack",Office Supplies,Fasteners
1701,OFF-BIC-10004557,"BIC Canvas, Blue",Office Supplies,Art
1702,OFF-AVE-10002014,"Avery Shipping Labels, Adjustable",Office Supplies,Labels
1703,OFF-AVE-10000909,"Avery Shipping Labels, Laser Printer Compatible",Office Supplies,Labels
1704,OFF-ACM-10000671,"Acme Ruler, Steel",Office Supplies,Supplies
1705,OFF-STA-10003908,"Stanley Highlighters, Blue",Office Supplies,Art
1706,OFF-AVE-10004708,"Avery Binder, Recycled",Office Supplies,Binders
1707,OFF-ACC-10002343,"Acco 3-Hole Punch, Durable",Office Supplies,Binders
1708,OFF-CAR-10004293,"Cardinal Binding Machine, Durable",Office Supplies,Binders
1709,OFF-WIL-10000390,"Wilson Jones Binder, Durable",Office Supplies,Binders
1710,OFF-FEL-10000070,"Fellowes Box, Industrial",Office Supplies,Storage
1711,OFF-XER-10002982,"Xerox Memo Slips, 8.5 x 11",Office Supplies,Paper
1712,OFF-AVE-10002892,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders
1713,OFF-FEL-10001796,"Fellowes Trays, Single Width",Office Supplies,Storage
1714,OFF-ELI-10000797,"Elite Ruler, High Speed",Office Supplies,Supplies
1715,OFF-ROG-10004949,"Rogers Shelving, Industrial",Office Supplies,Storage
1716,OFF-FEL-10001405,"Fellowes File Cart, Industrial",Office Supplies,Storage
1717,OFF-BOS-10001375,"Boston Canvas, Easy-Erase",Office Supplies,Art
1718,OFF-CAR-10000202,"Cardinal Binding Machine, Clear",Office Supplies,Binders
1719,OFF-WIL-10003774,"Wilson Jones Index Tab, Economy",Office Supplies,Binders
1720,OFF-STA-10004885,"Stanley Sketch Pad, Easy-Erase",Office Supplies,Art
1721,OFF-ROG-10000566,"Rogers Trays, Single Width",Office Supplies,Storage
1722,OFF-TEN-10001129,"Tenex Shelving, Blue",Office Supplies,Storage
1723,OFF-HON-10001102,"Hon Legal Exhibit Labels, Adjustable",Office Supplies,Labels
1724,OFF-STO-10004910,"Stockwell Clamps, 12 Pack",Office Supplies,Fasteners
1725,OFF-GRE-10000216,"Green Bar Note Cards, Premium",Office Supplies,Paper
1726,OFF-ENE-10000516,"Enermax Note Cards, Multicolor",Office Supplies,Paper
1727,OFF-XER-10004519,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Paper
1728,OFF-BRE-10003295,"Breville Microwave, Red",Office Supplies,Appliances
1729,OFF-ELI-10001685,"Elite Ruler, Steel",Office Supplies,Supplies
1730,OFF-ELI-10002160,"Elite Scissors, Easy Grip",Office Supplies,Supplies
1731,OFF-JIF-10003842,"Jiffy Clasp Envelope, Security-Tint",Office Supplies,Envelopes
1732,OFF-KLE-10004771,"Kleencut Shears, Serrated",Office Supplies,Supplies
1733,OFF-BIC-10001682,"BIC Pens, Fluorescent",Office Supplies,Art
1734,OFF-SAN-10004232,"Sanford Markers, Fluorescent",Office Supplies,Art
1735,OFF-WIL-10001801,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders
1736,OFF-OIC-10001155,"OIC Paper Clips, Bulk Pack",Office Supplies,Fasteners
1737,OFF-GRE-10004604,"Green Bar Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
1738,OFF-TEN-10004270,"Tenex File Cart, Single Width",Office Supplies,Storage
1739,OFF-GLO-10001348,"GlobeWeis Manila Envelope, Security-Tint",Office Supplies,Envelopes
1740,OFF-SME-10004160,"Smead Folders, Wire Frame",Office Supplies,Storage
1741,OFF-FEL-10002867,"Fellowes Lockers, Single Width",Office Supplies,Storage
1742,OFF-SME-10003033,"Smead Trays, Industrial",Office Supplies,Storage
1743,OFF-CUI-10002314,"Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances
1744,OFF-ELD-10000024,"Eldon Folders, Blue",Office Supplies,Storage
1745,OFF-BIC-10003654,"BIC Pens, Blue",Office Supplies,Art
1746,OFF-FEL-10002399,"Fellowes Box, Blue",Office Supplies,Storage
1747,OFF-AME-10000851,"Ames Mailers, with clear poly window",Office Supplies,Envelopes
1748,OFF-XER-10001746,"Xerox Message Books, Premium",Office Supplies,Paper
1749,OFF-SAN-10003285,"Sanford Pens, Fluorescent",Office Supplies,Art
1750,OFF-ADV-10000331,"Advantus Paper Clips, Assorted Sizes",Office Supplies,Fasteners
1751,OFF-HAR-10003514,"Harbour Creations Removable Labels, Laser Printer Compatible",Office Supplies,Labels
1752,OFF-STO-10003021,"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Fasteners
1753,OFF-STO-10001839,"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Fasteners
1754,OFF-BRE-10004073,"Breville Refrigerator, Red",Office Supplies,Appliances
1755,OFF-BIN-10000837,"Binney & Smith Markers, Easy-Erase",Office Supplies,Art
1756,OFF-STO-10003395,"Stockwell Rubber Bands, Metal",Office Supplies,Fasteners
1757,OFF-TEN-10001031,"Tenex Shelving, Single Width",Office Supplies,Storage
1758,OFF-ENE-10002922,"Enermax Note Cards, Premium",Office Supplies,Paper
1759,OFF-SME-10001278,"Smead Shipping Labels, Alphabetical",Office Supplies,Labels
1760,OFF-ADV-10001124,"Advantus Clamps, 12 Pack",Office Supplies,Fasteners
1761,OFF-HON-10000137,"Hon Round Labels, Laser Printer Compatible",Office Supplies,Labels
1762,OFF-FEL-10002897,"Fellowes Shelving, Single Width",Office Supplies,Storage
1763,OFF-XER-10003104,"Xerox Memo Slips, Recycled",Office Supplies,Paper
1764,OFF-BI-10001621,"Cardinal Binding Machine, Economy",Office Supplies,Binders
1765,OFF-AR-10003113,"Binney & Smith Pens, Blue",Office Supplies,Art
1766,OFF-FA-10001228,"Accos Clamps, Bulk Pack",Office Supplies,Fasteners
1767,OFF-LA-10000668,"Smead Removable Labels, Adjustable",Office Supplies,Labels
1768,OFF-EN-10002166,"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes
1769,OFF-AR-10004422,"Boston Sketch Pad, Blue",Office Supplies,Art
1770,OFF-AP-10003800,"Cuisinart Coffee Grinder, White",Office Supplies,Appliances
1771,OFF-LA-10002183,"Novimex Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
1772,OFF-AR-10000431,"Sanford Pens, Blue",Office Supplies,Art
1773,OFF-FA-10001051,"OIC Rubber Bands, Metal",Office Supplies,Fasteners
1774,OFF-AP-10001617,"KitchenAid Blender, Silver",Office Supplies,Appliances
1775,OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders
1776,OFF-LA-10000379,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels
1777,OFF-EN-10004410,"GlobeWeis Mailers, Security-Tint",Office Supplies,Envelopes
1778,OFF-PA-10001006,"Eaton Message Books, Recycled",Office Supplies,Paper
1779,OFF-AR-10002486,"Sanford Pencil Sharpener, Water Color",Office Supplies,Art
1780,OFF-EN-10000648,"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes
1781,OFF-ELI-10000711,"Elite Scissors, Serrated",Office Supplies,Supplies
1782,OFF-BOS-10001511,"Boston Canvas, Fluorescent",Office Supplies,Art
1783,OFF-LA-10004320,"Avery Legal Exhibit Labels, Alphabetical",Office Supplies,Labels
1784,OFF-SAN-10003041,"Sanford Markers, Water Color",Office Supplies,Art
1785,OFF-ELD-10001318,"Eldon Lockers, Industrial",Office Supplies,Storage
1786,OFF-BI-10000289,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders
1787,OFF-AR-10001190,"Boston Canvas, Easy-Erase",Office Supplies,Art
1788,OFF-BIN-10004569,"Binney & Smith Highlighters, Blue",Office Supplies,Art
1789,OFF-SME-10001754,"Smead File Folder Labels, 5000 Label Set",Office Supplies,Labels
1790,OFF-EN-10003373,"GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes
1791,OFF-AR-10002145,"Binney & Smith Sketch Pad, Fluorescent",Office Supplies,Art
1792,OFF-PA-10000867,"SanDisk Message Books, Multicolor",Office Supplies,Paper
1793,OFF-PA-10002725,"Eaton Cards & Envelopes, Premium",Office Supplies,Paper
1794,OFF-AR-10000655,"Stanley Sketch Pad, Blue",Office Supplies,Art
1795,OFF-ST-10002122,"Smead Box, Industrial",Office Supplies,Storage
1796,OFF-BI-10003132,"Cardinal Binding Machine, Clear",Office Supplies,Binders
1797,OFF-ST-10004331,"Eldon Folders, Single Width",Office Supplies,Storage
1798,OFF-AR-10001002,"BIC Sketch Pad, Fluorescent",Office Supplies,Art
1799,OFF-AP-10004245,"Hoover Stove, Black",Office Supplies,Appliances
1800,OFF-FA-10000411,"Accos Clamps, Assorted Sizes",Office Supplies,Fasteners
1801,OFF-BIN-10001257,"Binney & Smith Sketch Pad, Easy-Erase",Office Supplies,Art
1802,OFF-AR-10001529,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art
1803,OFF-BI-10004328,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders
1804,OFF-AVE-10003740,"Avery Binding Machine, Clear",Office Supplies,Binders
1805,OFF-CUI-10000140,"Cuisinart Microwave, Silver",Office Supplies,Appliances
1806,OFF-ACM-10000476,"Acme Letter Opener, Easy Grip",Office Supplies,Supplies
1807,OFF-AP-10004937,"Hoover Microwave, White",Office Supplies,Appliances
1808,OFF-AP-10004248,"Hoover Toaster, White",Office Supplies,Appliances
1809,OFF-SU-10001087,"Kleencut Box Cutter, Serrated",Office Supplies,Supplies
1810,OFF-BI-10003152,"Avery Hole Reinforcements, Recycled",Office Supplies,Binders
1811,OFF-AP-10000935,"Cuisinart Toaster, White",Office Supplies,Appliances
1812,OFF-LA-10002992,"Novimex Removable Labels, 5000 Label Set",Office Supplies,Labels
1813,OFF-EN-10004759,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes
1814,OFF-ST-10004317,"Smead Folders, Blue",Office Supplies,Storage
1815,OFF-FA-10000194,"OIC Push Pins, Metal",Office Supplies,Fasteners
1816,OFF-ST-10002642,"Eldon Lockers, Single Width",Office Supplies,Storage
1817,OFF-AR-10000715,"Boston Markers, Blue",Office Supplies,Art
1818,OFF-FA-10002286,"OIC Push Pins, Bulk Pack",Office Supplies,Fasteners
1819,OFF-LA-10004285,"Smead Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels
1820,OFF-BI-10003642,"Wilson Jones Binder, Economy",Office Supplies,Binders
1821,OFF-ST-10000355,"Eldon Box, Wire Frame",Office Supplies,Storage
1822,OFF-LA-10004495,"Novimex Round Labels, Alphabetical",Office Supplies,Labels
1823,OFF-PA-10000423,"Enermax Computer Printout Paper, Recycled",Office Supplies,Paper
1824,OFF-AP-10001568,"Hamilton Beach Toaster, Silver",Office Supplies,Appliances
1825,OFF-SU-10002451,"Elite Letter Opener, High Speed",Office Supplies,Supplies
1826,OFF-BOS-10001348,"Boston Pencil Sharpener, Water Color",Office Supplies,Art
1827,OFF-KIT-10004515,"KitchenAid Microwave, Red",Office Supplies,Appliances
1828,OFF-BI-10000185,"Cardinal Binder Covers, Recycled",Office Supplies,Binders
1829,OFF-LA-10000989,"Smead Round Labels, Adjustable",Office Supplies,Labels
1830,OFF-BI-10001430,"Cardinal Index Tab, Clear",Office Supplies,Binders
1831,OFF-HOO-10001448,"Hoover Blender, White",Office Supplies,Appliances
1832,OFF-PA-10004200,"Xerox Note Cards, Multicolor",Office Supplies,Paper
1833,OFF-AR-10001546,"Binney & Smith Sketch Pad, Easy-Erase",Office Supplies,Art
1834,OFF-AR-10002094,"Boston Pencil Sharpener, Water Color",Office Supplies,Art
1835,OFF-SU-10004119,"Acme Trimmer, Steel",Office Supplies,Supplies
1836,OFF-CAR-10004229,"Cardinal Index Tab, Clear",Office Supplies,Binders
1837,OFF-LA-10002868,"Hon Removable Labels, 5000 Label Set",Office Supplies,Labels
1838,OFF-LA-10004239,"Smead Color Coded Labels, Adjustable",Office Supplies,Labels
1839,OFF-PA-10004429,"Xerox Memo Slips, Premium",Office Supplies,Paper
1840,OFF-FEL-10004974,"Fellowes Folders, Industrial",Office Supplies,Storage
1841,OFF-ST-10004185,"Fellowes Trays, Single Width",Office Supplies,Storage
1842,OFF-AR-10001053,"Boston Pencil Sharpener, Easy-Erase",Office Supplies,Art
1843,OFF-AR-10000974,"Stanley Pens, Fluorescent",Office Supplies,Art
1844,OFF-BI-10003952,"Acco Binding Machine, Recycled",Office Supplies,Binders
1845,OFF-AP-10000615,"KitchenAid Toaster, Silver",Office Supplies,Appliances
1846,OFF-ELD-10003038,"Eldon Shelving, Blue",Office Supplies,Storage
1847,OFF-BI-10000029,"Ibico Binding Machine, Recycled",Office Supplies,Binders
1848,OFF-FIS-10004915,"Fiskars Trimmer, Easy Grip",Office Supplies,Supplies
1849,OFF-AR-10000681,"Binney & Smith Sketch Pad, Water Color",Office Supplies,Art
1850,OFF-LA-10003057,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Labels
1851,OFF-LA-10000779,"Hon Removable Labels, Laser Printer Compatible",Office Supplies,Labels
1852,OFF-STO-10004363,"Stockwell Paper Clips, Bulk Pack",Office Supplies,Fasteners
1853,OFF-SU-10002131,"Elite Scissors, Serrated",Office Supplies,Supplies
1854,OFF-STO-10000923,"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners
1855,OFF-FA-10000790,"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Fasteners
1856,OFF-ROG-10000332,"Rogers Box, Single Width",Office Supplies,Storage
1857,OFF-FA-10000046,"Advantus Staples, Bulk Pack",Office Supplies,Fasteners
1858,OFF-PA-10001620,"SanDisk Memo Slips, Recycled",Office Supplies,Paper
1859,OFF-AR-10004986,"Boston Pens, Easy-Erase",Office Supplies,Art
1860,OFF-SU-10003162,"Acme Letter Opener, Steel",Office Supplies,Supplies
1861,OFF-ENE-10003274,"Enermax Memo Slips, 8.5 x 11",Office Supplies,Paper
1862,OFF-CAR-10002031,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders
1863,OFF-LA-10004749,"Novimex Removable Labels, Adjustable",Office Supplies,Labels
1864,OFF-ST-10004325,"Eldon Box, Single Width",Office Supplies,Storage
1865,OFF-PA-10004648,"Xerox Message Books, Recycled",Office Supplies,Paper
1866,OFF-ST-10000016,"Eldon Folders, Blue",Office Supplies,Storage
1867,OFF-PA-10004923,"Xerox Memo Slips, Multicolor",Office Supplies,Paper
1868,OFF-ST-10003018,"Smead File Cart, Industrial",Office Supplies,Storage
1869,OFF-BI-10002853,"Avery Binder Covers, Recycled",Office Supplies,Binders
1870,OFF-KRA-10001967,"Kraft Business Envelopes, Set of 50",Office Supplies,Envelopes
1871,OFF-LA-10002972,"Avery File Folder Labels, Alphabetical",Office Supplies,Labels
1872,OFF-NOV-10004968,"Novimex Removable Labels, Adjustable",Office Supplies,Labels
1873,OFF-ST-10004342,"Eldon Box, Industrial",Office Supplies,Storage
1874,OFF-PA-10001348,"Eaton Note Cards, Multicolor",Office Supplies,Paper
1875,OFF-FA-10002100,"OIC Paper Clips, 12 Pack",Office Supplies,Fasteners
1876,OFF-PA-10003492,"Green Bar Computer Printout Paper, Recycled",Office Supplies,Paper
1877,OFF-ST-10003760,"Eldon Trays, Blue",Office Supplies,Storage
1878,OFF-PA-10001536,"SanDisk Message Books, 8.5 x 11",Office Supplies,Paper
